C:\Anaconda\envs\tensorflow\python.exe G:/Projekte/GitHub/TensorFlow/TensorFlow/traicy/filters/DEBUG.py
Tue Apr 24 19:51:56 2018    FilterResult

         1783975 function calls (1771252 primitive calls) in 4.838 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      416    0.000    0.000    0.000    0.000 numeric.py:1506(<genexpr>)
      104    0.000    0.000    0.001    0.000 numeric.py:1515(moveaxis)
      104    0.000    0.000    0.000    0.000 numeric.py:1577(<listcomp>)
        8    0.000    0.000    0.000    0.000 numeric.py:1591(cross)
        2    0.000    0.000    0.000    0.000 numeric.py:1790(indices)
       64    0.000    0.000    0.000    0.000 numeric.py:1917(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2157(identity)
        1    0.000    0.000    0.000    0.000 numeric.py:2189(allclose)
        1    0.000    0.000    0.000    0.000 numeric.py:2260(isclose)
        1    0.000    0.000    0.000    0.000 numeric.py:2319(within_tol)
       16    0.000    0.000    0.000    0.000 numeric.py:2460(seterr)
       16    0.000    0.000    0.000    0.000 numeric.py:2560(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2785(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2790(errstate)
        4    0.000    0.000    0.000    0.000 numeric.py:2853(__init__)
        4    0.000    0.000    0.000    0.000 numeric.py:2857(__enter__)
        4    0.000    0.000    0.000    0.000 numeric.py:2862(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2868(_setdef)
        4    0.000    0.000    0.000    0.000 numeric.py:2882(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:2889(<listcomp>)
      146    0.000    0.000    2.485    0.017 numeric.py:424(asarray)
      238    0.000    0.000    0.000    0.000 numeric.py:495(asanyarray)
       30    0.000    0.000    0.000    0.000 numeric.py:547(ascontiguousarray)
        1    0.000    0.000    0.000    0.000 numeric.py:72(ComplexWarning)
       17    0.000    0.000    0.000    0.000 numerictypes.py:1013(<listcomp>)
       17    0.000    0.000    0.000    0.000 numerictypes.py:1014(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:121(<listcomp>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:128(english_lower)
       38    0.000    0.000    0.000    0.000 numerictypes.py:155(english_upper)
       12    0.000    0.000    0.000    0.000 numerictypes.py:182(english_capitalize)
       23    0.000    0.000    0.000    0.000 numerictypes.py:217(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:286(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:302(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:339(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:380(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:444(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:452(_set_array_types)
        3    0.000    0.000    0.000    0.000 numerictypes.py:577(obj2sctype)
       64    0.000    0.000    0.000    0.000 numerictypes.py:631(issubclass_)
       32    0.000    0.000    0.000    0.000 numerictypes.py:699(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:762(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:771(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:778(_construct_lookups)
        1    0.000    0.000    0.002    0.002 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:857(<lambda>)
       34    0.000    0.000    0.000    0.000 numerictypes.py:939(_can_coerce_all)
        1    0.000    0.000    0.000    0.000 numerictypes.py:954(_register_types)
       17    0.000    0.000    0.000    0.000 numerictypes.py:962(find_common_type)
        1    0.000    0.000    0.002    0.002 numpy_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_compat.py:390(_Recurser)
        1    0.000    0.000    0.000    0.000 odepack.py:10(ODEintWarning)
        1    0.000    0.000    0.001    0.001 odepack.py:2(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1222(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1267(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1369(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:139(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1611(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1727(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1755(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:286(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:330(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:409(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:488(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:571(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:700(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:867(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:974(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 olympus.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.009    0.009 operator.py:1(<module>)
      101    0.000    0.000    0.009    0.000 operator.py:14(<genexpr>)
      100    0.000    0.000    0.009    0.000 operator.py:8(should_curry)
        2    0.000    0.000    0.000    0.000 optimization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:133(OptimizeWarning)
        9    0.000    0.000    0.000    0.000 optimize.py:15(wrap_deprecated)
        1    0.000    0.000    0.001    0.001 optimize.py:17(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:1839(Brent)
        1    0.000    0.000    0.000    0.000 optimize.py:53(MemoizeJac)
        1    0.000    0.000    0.000    0.000 optimize.py:75(OptimizeResult)
        1    0.000    0.000    0.000    0.000 optimize.py:761(_LineSearchError)
        1    0.000    0.000    0.004    0.004 orb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orb.py:22(ORB)
        1    0.000    0.000    0.000    0.000 order.py:191(StrComparable)
        1    0.000    0.000    0.000    0.000 order.py:58(<module>)
        1    0.000    0.000    0.000    0.000 orthogonal.py:123(orthopoly1d)
        1    0.000    0.000    0.000    0.000 orthogonal.py:72(<module>)
        2    0.000    0.000    0.000    0.000 os.py:1067(__subclasshook__)
        6    0.000    0.000    0.006    0.001 os.py:195(makedirs)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
       50    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
        3    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
        1    0.000    0.000    0.000    0.000 os.py:704(setdefault)
        2    0.000    0.000    0.000    0.000 os.py:720(<lambda>)
       58    0.000    0.000    0.000    0.000 os.py:728(check_str)
       55    0.000    0.000    0.000    0.000 os.py:734(encodekey)
        1    0.000    0.000    0.000    0.000 parallel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parasite_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parasite_axes.py:208(parasite_axes_auxtrans_class_factory)
        1    0.000    0.000    0.000    0.000 parasite_axes.py:245(HostAxesBase)
        1    0.000    0.000    0.000    0.000 parasite_axes.py:26(ParasiteAxesBase)
        1    0.000    0.000    0.000    0.000 parasite_axes.py:420(host_axes_class_factory)
        1    0.000    0.000    0.000    0.000 parasite_axes.py:58(parasite_axes_class_factory)
        1    0.000    0.000    0.000    0.000 parasite_axes.py:84(ParasiteAxesAuxTransBase)
       16    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:173(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:203(_NetlocResultMixinBytes)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:308(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:316(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:321(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:327(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:335(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:340(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:346(_fix_result_transcoding)
        8    0.000    0.000    0.000    0.000 parse.py:359(urlparse)
        8    0.000    0.000    0.000    0.000 parse.py:392(urlsplit)
       10    0.000    0.000    0.000    0.000 parse.py:431(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse.py:723(Quoter)
       16    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        1    0.000    0.000    0.000    0.000 parser.py:1185(_tzparser)
        1    0.000    0.000    0.000    0.000 parser.py:1187(_result)
        1    0.000    0.000    0.000    0.000 parser.py:1192(_attr)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:210(_resultbase)
        1    0.000    0.000    0.000    0.000 parser.py:232(parserinfo)
        1    0.000    0.000    0.000    0.000 parser.py:283(__init__)
        1    0.000    0.000    0.004    0.004 parser.py:29(<module>)
        7    0.000    0.000    0.000    0.000 parser.py:298(_convert)
        1    0.000    0.000    0.000    0.000 parser.py:374(_ymd)
        1    0.000    0.000    0.000    0.000 parser.py:48(_timelex)
        1    0.000    0.000    0.000    0.000 parser.py:485(parser)
        1    0.000    0.000    0.000    0.000 parser.py:486(__init__)
        1    0.000    0.000    0.009    0.009 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:617(_result)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 patches.py:1006(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1097(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1164(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1266(YAArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1370(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1398(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1461(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1501(Arc)
        6    0.000    0.000    0.000    0.000 patches.py:1770(_pprint_table)
        6    0.000    0.000    0.000    0.000 patches.py:1779(<listcomp>)
      204    0.000    0.000    0.000    0.000 patches.py:1785(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:1785(<listcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:1788(<listcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:1792(<listcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:1797(<listcomp>)
        6    0.000    0.000    0.002    0.000 patches.py:1807(_pprint_styles)
       54    0.000    0.000    0.000    0.000 patches.py:1824(<listcomp>)
       54    0.000    0.000    0.000    0.000 patches.py:1832(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1842(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1851(_Style)
        1    0.000    0.000    0.000    0.000 patches.py:1907(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:1943(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2007(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2037(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2060(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2098(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2117(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2168(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2231(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2286(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2395(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2430(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 patches.py:2651(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2693(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2706(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2794(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2831(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2870(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2933(Arc)
        1    0.000    0.000    0.005    0.005 patches.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3028(Bar)
        1    0.000    0.000    0.001    0.001 patches.py:3122(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:3161(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:3255(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3390(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3401(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3423(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3445(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3467(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3490(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3513(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3536(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3613(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3650(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3676(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3702(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3732(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3819(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:39(Patch)
        1    0.000    0.000    0.000    0.000 patches.py:3922(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:3979(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 patches.py:4396(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 patches.py:570(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:635(Rectangle)
        1    0.000    0.000    0.000    0.000 patches.py:783(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:867(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:897(Polygon)
       19    0.000    0.000    0.000    0.000 path.py:105(__init__)
        1    0.000    0.000    0.001    0.001 path.py:13(<module>)
       19    0.000    0.000    0.000    0.000 path.py:204(_update_values)
        1    0.000    0.000    0.000    0.000 path.py:30(Path)
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1424(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1427(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:274(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
       10    0.000    0.000    0.000    0.000 pathlib.py:384(_wrap_strfunc)
        3    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 pathlib.py:44(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:467(_Selector)
        2    0.000    0.000    0.000    0.000 pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:498(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:514(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:537(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:574(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:957(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:962(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:970(Path)
        1    0.000    0.000    0.175    0.175 peak.py:1(<module>)
        1    0.000    0.000    0.000    0.000 percentile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
       12    0.000    0.000    0.000    0.000 pickle.py:188(__init__)
       12    0.000    0.000    0.000    0.000 pickle.py:195(end_framing)
      636    0.000    0.000    0.000    0.000 pickle.py:200(commit_frame)
     1344    0.000    0.000    0.000    0.000 pickle.py:213(write)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
       72    0.000    0.000    0.000    0.000 pickle.py:262(_getattribute)
      144    0.000    0.000    0.000    0.000 pickle.py:275(whichmodule)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
       12    0.000    0.000    0.000    0.000 pickle.py:347(__init__)
       12    0.000    0.000    0.005    0.000 pickle.py:398(dump)
      480    0.001    0.000    0.001    0.000 pickle.py:413(memoize)
      480    0.000    0.000    0.000    0.000 pickle.py:436(put)
       24    0.000    0.000    0.000    0.000 pickle.py:448(get)
   636/12    0.001    0.000    0.005    0.000 pickle.py:457(save)
      636    0.000    0.000    0.000    0.000 pickle.py:523(persistent_id)
    48/12    0.000    0.000    0.003    0.000 pickle.py:539(save_reduce)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
       24    0.000    0.000    0.000    0.000 pickle.py:641(save_none)
       84    0.000    0.000    0.000    0.000 pickle.py:652(save_long)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
       24    0.000    0.000    0.001    0.000 pickle.py:687(save_bytes)
      204    0.000    0.000    0.002    0.000 pickle.py:705(save_str)
   120/12    0.000    0.000    0.003    0.000 pickle.py:723(save_tuple)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
       12    0.000    0.000    0.000    0.000 pickle.py:774(save_list)
       12    0.000    0.000    0.000    0.000 pickle.py:787(_batch_appends)
    48/24    0.000    0.000    0.001    0.000 pickle.py:814(save_dict)
    48/24    0.000    0.000    0.001    0.000 pickle.py:827(_batch_setitems)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
       72    0.000    0.000    0.001    0.000 pickle.py:905(save_global)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
        1    0.000    0.000    0.000    0.000 pil_plugin.py:1(<module>)
        8    0.000    0.000    0.003    0.000 pil_plugin.py:10(imread)
       16    0.000    0.000    0.003    0.000 pil_plugin.py:154(ndarray_to_pil)
       16    0.000    0.000    0.037    0.002 pil_plugin.py:205(imsave)
        8    0.000    0.000    0.001    0.000 pil_plugin.py:43(pil_to_ndarray)
        1    0.000    0.000    0.007    0.007 pilutil.py:7(<module>)
        1    0.000    0.000    0.001    0.001 pnpoly.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:112(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:161(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:184(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:207(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:24(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:247(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:350(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:395(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:439(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:488(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:672(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:722(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 polar.py:790(PolarAxes)
        1    0.000    0.000    0.000    0.000 polar.py:81(PolarAffine)
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyint.py:142(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 polyint.py:21(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 polyint.py:221(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 polyint.py:464(BarycentricInterpolator)
        4    0.000    0.000    0.000    0.000 polynomial.py:1067(_coeffs)
        4    0.000    0.000    0.000    0.000 polynomial.py:1076(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1606(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.003    0.003 polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.001    0.001 pool.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:144(Pool)
        1    0.000    0.000    0.000    0.000 pool.py:53(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:59(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:617(ApplyResult)
        1    0.000    0.000    0.000    0.000 pool.py:661(MapResult)
        1    0.000    0.000    0.000    0.000 pool.py:702(IMapIterator)
        1    0.000    0.000    0.000    0.000 pool.py:76(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 pool.py:766(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 pool.py:780(ThreadPool)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 process.py:286(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:300(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:302(__init__)
        1    0.000    0.000    0.000    0.000 process.py:62(BaseProcess)
        1    0.000    0.000    0.000    0.000 profile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pseudo_diffs.py:3(<module>)
        1    0.000    0.000    0.005    0.005 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:94(is_pathlib_path)
       23    0.000    0.000    0.003    0.000 pyparsing.py:1016(_trim_arity)
       22    0.000    0.000    0.003    0.000 pyparsing.py:1024(extract_stack)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1046(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
      234    0.000    0.000    0.000    0.000 pyparsing.py:1121(__init__)
      429    0.000    0.000    0.003    0.000 pyparsing.py:1144(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1167(setName)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1181(setResultsName)
       21    0.000    0.000    0.003    0.000 pyparsing.py:1227(setParseAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
      125    0.000    0.000    0.000    0.000 pyparsing.py:1328(preParse)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
   264/11    0.001    0.000    0.002    0.000 pyparsing.py:1347(_parseNoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1433(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1456(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1457(__init__)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1462(get)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1465(set)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1473(clear)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1520(_parseCache)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1545(resetCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1551(enablePackrat)
       11    0.000    0.000    0.002    0.000 pyparsing.py:1586(parseString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:160(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:172(_Constants)
       66    0.000    0.000    0.001    0.000 pyparsing.py:1799(__add__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1819(__radd__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1855(__mul__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:186(__init__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1904(makeOptionalList)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1926(__or__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1998(__invert__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2004(__call__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2023(suppress)
       74    0.000    0.000    0.000    0.000 pyparsing.py:2030(leaveWhitespace)
      137    0.000    0.000    0.000    0.000 pyparsing.py:2039(setWhitespaceChars)
      124    0.000    0.000    0.000    0.000 pyparsing.py:2131(__str__)
      102    0.000    0.000    0.000    0.000 pyparsing.py:2137(streamline)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2182(__hash__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2342(Token)
       84    0.000    0.000    0.000    0.000 pyparsing.py:2346(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2350(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2354(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2361(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2376(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:238(ParseException)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2390(__init__)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2409(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2417(Keyword)
