C:\Anaconda\envs\tensorflow\python.exe G:/Projekte/GitHub/TensorFlow/TensorFlow/traicy/cnn/DEBUG.py
Tue Apr 24 18:28:41 2018    restats

         3466457 function calls (3324954 primitive calls) in 4.748 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       26    0.000    0.000    0.000    0.000 core.py:6555(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:7(EqualityHashKey)
        1    0.000    0.000    0.000    0.000 core.py:704(Dense)
        1    0.000    0.000    0.000    0.000 core.py:794(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:8015(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:8028(__init__)
        3    0.000    0.000    0.000    0.000 core.py:803(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8033(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:808(ActivityRegularization)
        1    0.000    0.000    0.000    0.000 core.py:819(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:827(__init__)
        1    0.000    0.000    0.000    0.000 core.py:837(_DomainSafeDivide)
        7    0.000    0.000    0.000    0.000 core.py:843(__init__)
        1    0.000    0.000    0.000    0.000 core.py:858(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:864(__init__)
        1    0.000    0.000    0.000    0.000 core.py:874(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:88(Dropout)
        2    0.000    0.000    0.000    0.000 core.py:880(__init__)
        1    0.000    0.000    0.000    0.000 core.py:890(_MaskedUFunc)
       54    0.000    0.000    0.000    0.000 core.py:891(__init__)
        1    0.000    0.000    0.000    0.000 core.py:900(_MaskedUnaryOperation)
       27    0.000    0.000    0.000    0.000 core.py:918(__init__)
        1    0.000    0.000    0.000    0.000 core.py:94(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:974(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:994(__init__)
        1    0.000    0.000    0.001    0.001 cost_graph_pb2.py:4(<module>)
        4    0.000    0.000    0.000    0.000 cost_graph_pb2.py:5(<lambda>)
       87    0.000    0.000    0.001    0.000 cp1252.py:22(decode)
        1    0.000    0.000    0.001    0.001 cpp_shape_inference_pb2.py:4(<module>)
        2    0.000    0.000    0.000    0.000 cpp_shape_inference_pb2.py:5(<lambda>)
        1    0.000    0.000    0.001    0.001 creation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
        1    0.000    0.000    0.002    0.002 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.059    0.059 ctc_ops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:331(prep_simple)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 cyaml.py:14(CBaseLoader)
        1    0.000    0.000    0.001    0.001 cyaml.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cyaml.py:21(CSafeLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:28(CLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:35(CBaseDumper)
        1    0.000    0.000    0.000    0.000 cyaml.py:52(CSafeDumper)
        1    0.000    0.000    0.000    0.000 cyaml.py:69(CDumper)
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       85    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       17    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
       16    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
      127    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       17    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
      138    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
       17    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
       34    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
       16    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
       16    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
       18    0.000    0.000    0.000    0.000 data.py:125(_create_method)
        1    0.000    0.000    0.000    0.000 data.py:152(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.014    0.014 data_flow_grad.py:16(<module>)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:110(QueueBase)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1109(ConditionalAccumulatorBase)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1187(ConditionalAccumulator)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1266(SparseConditionalAccumulator)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1420(BaseStagingArea)
        1    0.000    0.000    0.002    0.002 data_flow_ops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1626(StagingArea)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1830(MapStagingArea)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:2207(RecordInput)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:599(RandomShuffleQueue)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:677(FIFOQueue)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:730(PaddingFIFOQueue)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:800(PriorityQueue)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:866(Barrier)
        1    0.000    0.000    0.037    0.037 data_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 data_utils.py:318(Sequence)
        1    0.000    0.000    0.000    0.000 data_utils.py:405(SequenceEnqueuer)
        1    0.000    0.000    0.000    0.000 data_utils.py:466(OrderedEnqueuer)
        1    0.000    0.000    0.000    0.000 data_utils.py:601(GeneratorEnqueuer)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1025(ZipDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1078(ConcatenateDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1125(RepeatDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1160(RangeDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1210(CacheDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1242(ShuffleDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1322(TakeDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1353(SkipDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1384(BatchDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1459(PaddedBatchDataset)
        1    0.000    0.000    0.008    0.008 dataset_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1526(MapDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1617(ParallelMapDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1642(FlatMapDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1705(InterleaveDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1776(FilterDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1837(PrefetchDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:234(_GeneratorState)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:46(Dataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:907(TensorDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:947(TensorSliceDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:991(SparseTensorSliceDataset)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1009(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1228(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1292(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1317(WeekdayLocator)
        1    0.000    0.000    0.005    0.005 dates.py:133(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1345(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1372(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1392(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1412(SecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1432(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1610(DateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:178(_UTC)
        1    0.000    0.000    0.000    0.000 dates.py:299(strpdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:315(bytespdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:549(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:688(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:715(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:814(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:834(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:904(RRuleLocator)
        1    0.000    0.000    0.000    0.000 datetime.py:1023(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1048(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1360(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1368(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1949(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1972(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:308(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
        9    0.000    0.000    0.000    0.000 datetime.py:355(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:530(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:658(date)
        2    0.000    0.000    0.000    0.000 datetime.py:688(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:953(tzinfo)
        1    0.000    0.000    0.000    0.000 datetimelike.py:125(DatetimeIndexOpsMixin)
        8    0.000    0.000    0.000    0.000 datetimelike.py:159(_join_i8_wrapper)
        1    0.000    0.000    0.002    0.002 datetimelike.py:3(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:39(DatelikeOps)
        3    0.000    0.000    0.000    0.000 datetimelike.py:633(_add_datetimelike_methods)
        1    0.000    0.000    0.000    0.000 datetimelike.py:64(TimelikeOps)
        1    0.000    0.000    0.003    0.003 datetimes.py:1(<module>)
        6    0.000    0.000    0.000    0.000 datetimes.py:102(_dt_index_cmp)
        1    0.000    0.000    0.000    0.000 datetimes.py:165(DatetimeIndex)
        1    0.000    0.000    0.014    0.014 datetimes.py:2(<module>)
        4    0.000    0.000    0.000    0.000 datetimes.py:222(_join_i8_wrapper)
       21    0.000    0.000    0.000    0.000 datetimes.py:64(_field_accessor)
        1    0.000    0.000    0.001    0.001 debug_pb2.py:4(<module>)
        5    0.000    0.000    0.000    0.000 debug_pb2.py:5(<lambda>)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        2    0.000    0.000    0.000    0.000 decoder.py:107(_VarintDecoder)
    29558    0.018    0.000    0.020    0.000 decoder.py:117(DecodeVarint)
        2    0.000    0.000    0.000    0.000 decoder.py:134(_SignedVarintDecoder)
     7999    0.007    0.000    0.008    0.000 decoder.py:140(DecodeVarint)
    27221    0.014    0.000    0.016    0.000 decoder.py:169(ReadTag)
       13    0.000    0.000    0.000    0.000 decoder.py:190(_SimpleDecoder)
      368    0.000    0.000    0.000    0.000 decoder.py:199(SpecificDecoder)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
      909    0.003    0.000    0.019    0.000 decoder.py:202(DecodePackedField)
     5100    0.002    0.000    0.008    0.000 decoder.py:238(DecodeField)
        3    0.000    0.000    0.000    0.000 decoder.py:249(_ModifiedDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
     1475    0.001    0.000    0.002    0.000 decoder.py:257(InnerDecode)
        4    0.000    0.000    0.000    0.000 decoder.py:263(_StructPackDecoder)
        2    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:288(_FloatDecoder)
       76    0.000    0.000    0.000    0.000 decoder.py:297(InnerDecode)
        1    0.000    0.000    0.000    0.000 decoder.py:323(_DoubleDecoder)
        5    0.000    0.000    0.002    0.000 decoder.py:334(decode)
        5    0.002    0.000    0.002    0.000 decoder.py:345(raw_decode)
        6    0.000    0.000    0.000    0.000 decoder.py:353(EnumDecoder)
      212    0.000    0.000    0.000    0.000 decoder.py:461(StringDecoder)
    12338    0.003    0.000    0.003    0.000 decoder.py:467(_ConvertToUnicode)
      291    0.001    0.000    0.003    0.000 decoder.py:480(DecodeRepeatedField)
    11646    0.007    0.000    0.018    0.000 decoder.py:497(DecodeField)
       16    0.000    0.000    0.000    0.000 decoder.py:507(BytesDecoder)
      273    0.001    0.000    0.002    0.000 decoder.py:517(DecodeRepeatedField)
      277    0.000    0.000    0.000    0.000 decoder.py:534(DecodeField)
      180    0.000    0.000    0.000    0.000 decoder.py:591(MessageDecoder)
 3350/336    0.011    0.000    0.222    0.001 decoder.py:601(DecodeRepeatedField)
4974/1873    0.007    0.000    0.151    0.000 decoder.py:623(DecodeField)
       32    0.000    0.000    0.000    0.000 decoder.py:719(MapDecoder)
      401    0.004    0.000    0.083    0.000 decoder.py:730(DecodeMap)
        1    0.000    0.000    0.001    0.001 decoder.py:79(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:822(_FieldSkipper)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:151(update)
       11    0.000    0.000    0.001    0.000 decorator.py:168(make)
       11    0.000    0.000    0.000    0.000 decorator.py:176(<listcomp>)
       11    0.000    0.000    0.002    0.000 decorator.py:201(create)
       22    0.000    0.000    0.000    0.000 decorator.py:219(<genexpr>)
        9    0.000    0.000    0.002    0.000 decorator.py:224(decorate)
        2    0.000    0.000    0.000    0.000 decorator.py:239(decorator)
        1    0.000    0.000    0.000    0.000 decorator.py:278(ContextManager)
        1    0.000    0.000    0.001    0.001 decorator.py:33(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:48(get_init)
        1    0.000    0.000    0.000    0.000 decorator.py:84(FunctionMaker)
       11    0.000    0.000    0.001    0.000 decorator.py:94(__init__)
        1    0.000    0.000    0.000    0.000 decorator_utils.py:108(classproperty)
        1    0.000    0.000    0.000    0.000 decorator_utils.py:123(__init__)
        1    0.000    0.000    0.000    0.000 decorator_utils.py:16(<module>)
       40    0.001    0.000    0.001    0.000 decorator_utils.py:35(_normalize_docstring)
       45    0.000    0.000    0.002    0.000 decorator_utils.py:76(add_notice_to_docstring)
       45    0.000    0.000    0.000    0.000 decorator_utils.py:99(validate_callable)
        1    0.000    0.000    0.012    0.012 decorators.py:15(<module>)
        1    0.000    0.000    0.013    0.013 decorators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.001    0.001 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:174(matrix)
        1    0.000    0.000    0.026    0.026 delayed.py:1(<module>)
       35    0.000    0.000    0.009    0.000 delayed.py:100(tokenize)
       35    0.000    0.000    0.009    0.000 delayed.py:122(delayed)
       35    0.000    0.000    0.000    0.000 delayed.py:32(to_task_dask)
       12    0.000    0.000    0.000    0.000 delayed.py:332(right)
        1    0.000    0.000    0.000    0.000 delayed.py:343(Delayed)
      140    0.000    0.000    0.000    0.000 delayed.py:400(__setattr__)
       35    0.000    0.000    0.009    0.000 delayed.py:435(_get_binary_operator)
        1    0.000    0.000    0.000    0.000 delayed.py:477(DelayedLeaf)
       35    0.000    0.000    0.000    0.000 delayed.py:480(__init__)
        1    0.000    0.000    0.000    0.000 delayed.py:495(DelayedAttr)
        1    0.000    0.000    0.000    0.000 delta_e.py:19(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       65    0.000    0.000    0.000    0.000 deprecation.py:109(deprecated)
       26    0.000    0.000    0.001    0.000 deprecation.py:120(deprecated_wrapper)
       19    0.000    0.000    0.000    0.000 deprecation.py:148(deprecated_args)
        1    0.000    0.000    0.000    0.000 deprecation.py:16(<module>)
       65    0.000    0.000    0.001    0.000 deprecation.py:162(deprecate)
       11    0.000    0.000    0.000    0.000 deprecation.py:174(finalize)
       19    0.000    0.000    0.000    0.000 deprecation.py:197(_get_arg_names_to_ok_vals)
       54    0.000    0.000    0.000    0.000 deprecation.py:197(finalize)
       19    0.000    0.000    0.000    0.000 deprecation.py:207(_get_deprecated_positional_arguments)
       65    0.000    0.000    0.000    0.000 deprecation.py:22(_generate_deprecation_message)
      128    0.000    0.000    0.000    0.000 deprecation.py:227(<genexpr>)
       19    0.000    0.000    0.003    0.000 deprecation.py:236(deprecated_wrapper)
        1    0.000    0.000    0.601    0.601 deprecation.py:284(new_func)
       26    0.000    0.000    0.001    0.000 deprecation.py:39(_add_deprecated_function_notice_to_docstring)
        3    0.000    0.000    0.000    0.000 deprecation.py:409(rewrite_argument_docstring)
        1    0.000    0.000    0.000    0.000 deprecation.py:5(MatplotlibDeprecationWarning)
       19    0.000    0.000    0.001    0.000 deprecation.py:50(_add_deprecated_arg_notice_to_docstring)
       45    0.000    0.000    0.000    0.000 deprecation.py:62(_validate_deprecation_args)
       26    0.000    0.000    0.000    0.000 deprecation.py:86(deprecated)
    38510    0.006    0.000    0.006    0.000 descriptor.py:118(GetOptions)
        1    0.000    0.000    0.000    0.000 descriptor.py:136(_NestedDescriptorBase)
      206    0.000    0.000    0.000    0.000 descriptor.py:139(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:192(Descriptor)
      189    0.002    0.000    0.002    0.000 descriptor.py:262(__init__)
      963    0.000    0.000    0.000    0.000 descriptor.py:286(<genexpr>)
      963    0.000    0.000    0.000    0.000 descriptor.py:287(<genexpr>)
      250    0.000    0.000    0.000    0.000 descriptor.py:293(<genexpr>)
      204    0.000    0.000    0.000    0.000 descriptor.py:298(<genexpr>)
      259    0.000    0.000    0.000    0.000 descriptor.py:300(<genexpr>)
      189    0.000    0.000    0.000    0.000 descriptor.py:305(<genexpr>)
      197    0.000    0.000    0.000    0.000 descriptor.py:309(<genexpr>)
        1    0.000    0.000    0.003    0.003 descriptor.py:33(<module>)
        1    0.000    0.000    0.000    0.000 descriptor.py:360(FieldDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:50(Error)
      774    0.001    0.000    0.004    0.000 descriptor.py:503(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:54(TypeTransformationError)
        1    0.000    0.000    0.000    0.000 descriptor.py:572(EnumDescriptor)
       17    0.000    0.000    0.000    0.000 descriptor.py:606(__init__)
      152    0.000    0.000    0.000    0.000 descriptor.py:622(<genexpr>)
      152    0.000    0.000    0.000    0.000 descriptor.py:623(<genexpr>)
        1    0.000    0.000    0.000    0.000 descriptor.py:635(EnumValueDescriptor)
      135    0.000    0.000    0.000    0.000 descriptor.py:661(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:670(OneofDescriptor)
        8    0.000    0.000    0.000    0.000 descriptor.py:692(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:703(ServiceDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:75(DescriptorBase)
        1    0.000    0.000    0.000    0.000 descriptor.py:756(MethodDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:795(FileDescriptor)
       39    0.000    0.000    0.000    0.000 descriptor.py:833(__init__)
      147    0.000    0.000    0.002    0.000 descriptor.py:868(_ParseOptions)
      774    0.003    0.000    0.003    0.000 descriptor.py:907(_ToJsonName)
     1162    0.000    0.000    0.000    0.000 descriptor.py:95(__init__)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:31(<module>)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:36(Error)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:40(DescriptorDatabaseConflictingDefinitionError)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:44(DescriptorDatabase)
        2    0.000    0.000    0.000    0.000 descriptor_database.py:47(__init__)
        1    0.000    0.000    0.006    0.006 descriptor_pb2.py:4(<module>)
       32    0.000    0.000    0.000    0.000 descriptor_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:101(DescriptorPool)
       40    0.000    0.000    0.000    0.000 descriptor_pool.py:1024(Default)
        2    0.000    0.000    0.000    0.000 descriptor_pool.py:110(__init__)
      189    0.000    0.000    0.000    0.000 descriptor_pool.py:162(AddDescriptor)
       17    0.000    0.000    0.000    0.000 descriptor_pool.py:178(AddEnumDescriptor)
       39    0.000    0.000    0.000    0.000 descriptor_pool.py:247(AddFileDescriptor)
      245    0.000    0.000    0.000    0.000 descriptor_pool.py:265(_AddFileDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:56(<module>)
        7    0.000    0.000    0.000    0.000 device.py:106(replica)
        7    0.000    0.000    0.000    0.000 device.py:110(replica)
        7    0.000    0.000    0.000    0.000 device.py:117(task)
        7    0.000    0.000    0.000    0.000 device.py:121(task)
        7    0.000    0.000    0.000    0.000 device.py:128(parse_from_string)
        7    0.000    0.000    0.000    0.000 device.py:146(<listcomp>)
        1    0.000    0.000    0.000    0.000 device.py:16(<module>)
        3    0.000    0.000    0.000    0.000 device.py:175(merge_from)
        4    0.000    0.000    0.000    0.000 device.py:192(to_string)
        7    0.000    0.000    0.000    0.000 device.py:213(from_string)
        1    0.000    0.000    0.000    0.000 device.py:24(DeviceSpec)
        3    0.000    0.000    0.000    0.000 device.py:255(merge_device)
        3    0.000    0.000    0.000    0.000 device.py:283(_device_function)
        7    0.000    0.000    0.000    0.000 device.py:65(__init__)
        7    0.000    0.000    0.000    0.000 device.py:88(_clear)
        7    0.000    0.000    0.000    0.000 device.py:95(job)
        7    0.000    0.000    0.000    0.000 device.py:99(job)
        1    0.000    0.000    0.000    0.000 device_attributes_pb2.py:4(<module>)
        5    0.000    0.000    0.000    0.000 device_attributes_pb2.py:5(<lambda>)
        1    0.000    0.000    0.001    0.001 device_lib.py:15(<module>)
        1    0.000    0.000    0.000    0.000 device_setter.py:15(<module>)
        1    0.000    0.000    0.000    0.000 device_setter.py:28(_RoundRobinStrategy)
        1    0.000    0.000    0.000    0.000 device_setter.py:59(_ReplicaDeviceChooser)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        1    0.000    0.000    0.000    0.000 dicttoolz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 dirichlet.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dirichlet.py:45(Dirichlet)
        1    0.000    0.000    0.000    0.000 dirichlet_multinomial.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dirichlet_multinomial.py:52(DirichletMultinomial)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:109(_get_code_object)
        1    0.000    0.000    0.000    0.000 dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:229(get_instructions)
        3    0.000    0.000    0.000    0.000 dis.py:263(_get_name_info)
        6    0.000    0.000    0.000    0.000 dis.py:279(_get_instructions_bytes)
       12    0.000    0.000    0.000    0.000 dis.py:361(_unpack_opargs)
        1    0.000    0.000    0.000    0.000 dis.py:372(findlabels)
        2    0.000    0.000    0.000    0.000 dis.py:391(findlinestarts)
        1    0.000    0.000    0.000    0.000 dis.py:416(Bytecode)
       53    0.000    0.000    0.000    0.000 distance.py:1374(<genexpr>)
        1    0.000    0.000    0.000    0.000 distance.py:1380(<dictcomp>)
        1    0.000    0.000    0.002    0.002 distance.py:72(<module>)
       16    0.000    0.000    0.000    0.000 distribution.py:107(_update_docstring)
      138    0.000    0.000    0.000    0.000 distribution.py:114(<genexpr>)
       16    0.000    0.000    0.000    0.000 distribution.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 distribution.py:129(_DistributionMeta)
       20    0.000    0.000    0.003    0.000 distribution.py:131(__new__)
        1    0.000    0.000    0.001    0.001 distribution.py:15(<module>)
       20    0.000    0.000    0.000    0.000 distribution.py:158(<listcomp>)
        1    0.000    0.000    0.000    0.000 distribution.py:200(ReparameterizationType)
        2    0.000    0.000    0.000    0.000 distribution.py:217(__init__)
        1    0.000    0.000    0.000    0.000 distribution.py:250(Distribution)
        1    0.000    0.000    0.000    0.000 distribution.py:69(_BaseDistribution)
       16    0.000    0.000    0.000    0.000 distribution.py:75(_copy_fn)
        1    0.000    0.000    0.013    0.013 distributions.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dnn.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dnn.py:192(DNNClassifier)
        1    0.000    0.000    0.000    0.000 dnn.py:329(DNNRegressor)
        1    0.000    0.000    0.000    0.000 dnn_linear_combined.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dnn_linear_combined.py:219(DNNLinearCombinedClassifier)
        1    0.000    0.000    0.000    0.000 dnn_linear_combined.py:383(DNNLinearCombinedRegressor)
       25    0.000    0.000    0.001    0.000 doccer.py:12(docformat)
       34    0.000    0.000    0.001    0.000 doccer.py:128(indentcount_lines)
        1    0.000    0.000    0.000    0.000 doccer.py:153(filldoc)
       25    0.000    0.000    0.001    0.000 doccer.py:173(decorate)
        1    0.000    0.000    0.000    0.000 doccer.py:179(unindent_dict)
       10    0.000    0.000    0.000    0.000 doccer.py:187(unindent_string)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
